rd_inv,milepost,rodwycls,CASENO,ACCYR,RTE_NBR,RD_TYPE,DISTRICT,COUNTY,rur_urb,FUNC_CLS,MONTH,DAYMTH,WEEKDAY,TIME,ADMCLASS,v1event1,ACCTYPE,v2event1,IMPACT,REPORT,SEVERITY,TOT_INJ,TOT_KILL,TOT_PED,NUMVEHS,loc_type,RD_CHAR1,RDSURF,RD_REL,LIGHT,coltype1,coltype2,OBJECT1,OBJECT2,AGENCY,TIMENOTE,HAZMAT,FIRE,TIMEARR,HIT_RUN,NO_PEDS,intent,nonmvind,medcause,AC_SRMP,loc_char,weather,LATITUDE,LONGITUDE,postcode
12,190.93,1,2017034588,2017,12,NULL,5,39,U,52,8,30,3,2001,1,A,6,A,A2,2,6,1,0,0,2,4,1,1,NULL,3,13,0,0,0,1,2003,NULL,0,2012,0,0,0,0,0,191.22,.,5,46.727391,-120.697318,98937
12,192.79,1,2017005888,2017,12,NULL,5,39,U,52,2,8,3,1450,1,A,33,0,D7,1,1,0,0,0,1,4,5,3,NULL,1,50,0,32,0,1,1452,NULL,0,1455,0,0,0,0,0,193.09,.,4,46.709223,-120.666034,98937
12,194.37,1,2017026090,2017,12,NULL,5,39,U,52,6,30,5,1430,1,A,7,A,D2,2,7,1,0,0,2,1,1,1,NULL,1,10,0,0,0,1,1432,NULL,0,1439,0,0,0,0,0,194.67,.,1,46.682927,-120.651333,98908
12,194.7,1,2017004642,2017,12,NULL,5,39,U,52,2,1,3,115,1,A,33,0,A8,1,1,0,0,0,1,4,1,1,NULL,6,50,0,29,0,1,119,NULL,0,132,0,0,0,0,0,195,.,1,46.682927,-120.651333,98908
12,195.7,1,2017014528,2017,12,NULL,5,39,U,52,4,9,7,420,1,A,33,0,A9,1,1,0,0,0,1,4,5,1,NULL,4,50,0,29,0,1,420,NULL,0,440,0,0,0,0,0,196,.,1,46.672798,-120.636521,98908
12,195.75,1,2017034485,2017,12,NULL,5,39,U,52,8,28,1,545,1,A,32,0,A1,1,1,0,0,0,1,4,1,1,NULL,1,85,0,0,0,1,547,NULL,0,559,0,0,0,0,0,196.05,.,1,46.672798,-120.636521,98908
12,195.84,1,2017001903,2017,12,NULL,5,39,U,52,2,1,3,1932,1,A,6,A,D1,3,4,1,1,0,2,5,1,1,NULL,4,13,0,0,0,1,1932,NULL,0,1943,0,0,0,0,0,196.14,.,1,46.672798,-120.636521,98908
12,195.84,1,2017019578,2017,12,NULL,5,39,U,52,5,14,7,1426,1,C,12,A,D2,1,1,0,0,0,2,1,1,1,NULL,1,10,0,0,0,1,1427,NULL,0,1514,0,0,0,0,0,196.14,.,2,46.672798,-120.636521,98908
12,196.37,1,2017044747,2017,12,NULL,5,39,U,52,10,30,1,2030,1,A,33,0,D0,1,0,0,0,0,1,5,1,1,NULL,4,50,0,13,0,3,2030,NULL,0,2030,0,0,0,0,0,196.67,.,1,46.66234,-120.622075,98908
12,196.37,1,2017030962,2017,12,NULL,5,39,U,52,8,3,4,1432,1,A,12,A,D2,1,1,0,0,0,2,1,1,1,NULL,1,10,0,0,0,1,1433,NULL,0,1435,0,0,0,0,0,196.67,.,1,46.66234,-120.622075,98908
12,196.37,1,2017021710,2017,12,NULL,5,39,U,52,5,31,3,735,1,C,12,A,D1,1,1,0,0,0,2,1,1,1,NULL,1,10,0,0,0,1,735,NULL,0,754,0,0,0,0,0,196.67,.,1,46.66234,-120.622075,98908
12,196.57,1,2017003013,2017,12,NULL,5,39,U,52,1,18,3,807,1,J,13,A,A1,1,1,0,0,0,2,4,1,3,NULL,1,23,50,0,66,1,809,NULL,0,817,0,0,0,0,0,196.87,.,6,46.66234,-120.622075,98908
12,197.32,1,2017044088,2017,12,NULL,5,39,U,52,10,26,4,430,1,A,32,0,A1,1,1,0,0,0,1,4,1,1,NULL,6,85,0,0,0,1,433,NULL,0,525,0,0,0,0,0,197.62,.,1,46.65108,-120.609501,98908
12,197.76,1,2017030683,2017,12,NULL,5,39,U,52,7,31,1,1630,1,A,6,Q,A1,2,6,1,0,0,3,2,1,1,NULL,1,14,14,0,0,1,1635,NULL,0,1638,0,0,0,0,0,198.03,.,1,46.65108,-120.609501,98908
12,197.76,1,2017024417,2017,12,NULL,5,39,U,52,6,17,6,1955,1,A,6,A,A1,1,1,0,0,0,2,2,1,1,NULL,1,13,0,0,0,1,1956,NULL,0,2009,0,0,0,0,0,198.03,.,1,46.65108,-120.609501,98908
12,197.79,1,2017031064,2017,12,NULL,5,39,U,52,8,3,4,1738,1,A,33,0,D9,1,0,0,0,0,1,4,1,1,NULL,1,50,0,29,0,1,1739,NULL,0,1744,0,0,0,0,0,198.06,.,1,46.65108,-120.609501,98908
12,197.81,1,2017041582,2017,12,NULL,5,39,U,52,9,25,1,1647,1,A,6,Q,A6,1,1,0,0,0,2,1,1,1,NULL,1,14,0,0,0,1,1649,NULL,0,1655,1,0,0,0,0,198.08,.,1,46.65108,-120.609501,98908
12,197.81,1,2017037966,2017,12,NULL,5,39,U,52,9,21,4,945,1,Q,16,A,A2,2,7,3,0,0,2,1,1,1,NULL,1,14,50,0,29,1,951,NULL,0,959,0,0,0,0,0,198.08,.,1,46.65108,-120.609501,98908
12,197.81,1,2017000119,2017,12,NULL,5,39,U,52,1,19,4,730,1,A,12,A,D2,3,4,0,1,0,3,1,1,3,NULL,1,10,30,0,0,1,730,NULL,0,740,0,0,0,0,0,198.08,.,1,46.65108,-120.609501,98908
12,197.81,1,2017015473,2017,12,NULL,5,39,U,52,4,15,6,1728,1,A,6,Q,A1,2,7,1,0,0,2,1,1,1,NULL,1,14,0,0,0,1,1728,NULL,0,1742,1,0,0,0,0,198.08,.,1,46.65108,-120.609501,98908
12,197.81,1,2017005614,2017,12,NULL,5,39,U,52,2,6,1,754,1,R,33,0,D0,1,1,0,0,0,1,1,1,3,NULL,2,50,0,19,0,1,754,NULL,0,803,0,0,0,0,0,198.08,.,2,46.65108,-120.609501,98908
12,198.09,1,2017037770,2017,12,NULL,5,39,U,52,9,20,3,1447,1,A,33,0,A9,1,1,0,0,0,1,4,1,1,NULL,1,50,50,29,29,1,1448,NULL,0,1459,0,0,0,0,0,198.36,.,1,46.639617,-120.595526,98937
12,198.68,1,2017051290,2017,12,NULL,5,39,U,52,12,4,1,2030,1,A,33,0,D0,2,5,1,0,0,1,4,1,1,NULL,4,50,50,66,59,1,2033,NULL,0,2041,0,0,0,0,0,198.95,.,1,46.639617,-120.595526,98937
12,198.73,1,2017037967,2017,12,NULL,5,39,U,52,9,21,4,1247,1,A,6,A,A1,1,1,0,0,0,2,4,1,1,NULL,1,13,0,0,0,1,1247,NULL,0,1252,0,0,0,0,0,199,.,2,46.639617,-120.595526,98937
12,198.73,1,2017043832,2017,12,NULL,5,39,U,52,10,26,4,744,1,A,6,A,A2,1,1,0,0,0,2,4,1,1,NULL,1,13,0,0,0,1,746,NULL,0,746,0,0,0,0,0,199,.,1,46.639617,-120.595526,98937
12,198.79,1,2017040319,2017,12,NULL,5,39,U,52,10,6,5,950,1,A,6,A,A2,1,1,0,0,0,2,4,1,1,NULL,1,13,0,0,0,1,952,NULL,0,955,0,0,0,0,0,199.06,.,1,46.639617,-120.595526,98937
12,199.05,1,2017042395,2017,12,NULL,5,39,U,52,10,18,3,1527,1,A,6,A,A1,1,1,0,0,0,2,4,1,1,NULL,1,13,0,0,0,1,1529,NULL,0,1535,0,0,0,0,0,199.32,.,1,46.629167,-120.58137,98902
12,199.24,1,2017011244,2017,12,NULL,5,39,U,52,3,15,3,1130,1,A,33,0,A1,1,1,0,0,0,1,4,1,1,NULL,1,51,0,50,0,1,1133,NULL,0,1149,0,0,0,0,0,199.51,.,1,46.629167,-120.58137,98902
12,199.97,1,2017025698,2017,12,NULL,5,39,U,52,6,26,1,1915,1,A,33,0,A7,1,1,0,0,0,1,4,1,1,NULL,1,50,0,32,0,1,1915,NULL,0,1920,0,0,0,0,0,200.24,.,1,46.629167,-120.58137,98902
12,200.73,1,2017023400,2017,12,NULL,5,39,U,52,6,10,6,1553,1,R,33,0,D7,1,1,0,0,0,1,4,1,2,NULL,1,50,0,32,0,1,1554,NULL,0,1600,0,0,0,0,0,201,.,3,46.62239,-120.562924,98902-7354
12,200.73,1,2017039600,2017,12,NULL,5,39,U,52,10,1,7,734,1,A,4,A,A1,1,1,0,0,0,2,4,1,1,NULL,1,11,52,0,0,1,735,NULL,0,740,0,0,0,0,0,201,.,1,46.62239,-120.562924,98902-7354
12,201.08,1,2017048921,2017,12,NULL,5,39,U,52,11,22,3,754,1,A,6,A,A2,1,1,0,0,0,2,4,1,2,NULL,1,13,0,0,0,1,754,NULL,0,754,0,0,0,0,0,201.35,.,2,46.622571,-120.542961,98908
12,201.31,1,2017037773,2017,12,NULL,5,39,U,52,9,19,2,1737,1,A,6,A,A1,1,1,0,0,0,2,4,1,1,NULL,1,13,0,0,0,1,1738,NULL,0,1738,0,0,0,0,0,201.58,.,2,46.622571,-120.542961,98908
12,201.47,1,2017008883,2017,12,NULL,5,39,U,52,2,28,2,1330,1,A,16,S,A1,2,7,1,0,0,2,4,2,1,NULL,1,13,0,0,0,1,1332,NULL,0,1340,1,0,0,0,0,201.74,.,1,46.622571,-120.542961,98908
12,201.49,1,2017029423,2017,12,NULL,5,39,U,52,7,18,2,555,1,A,7,A,A1,3,4,1,1,0,2,4,1,1,NULL,2,30,0,0,0,1,556,NULL,0,607,0,0,0,0,0,201.76,.,1,46.622571,-120.542961,98908
12,201.61,1,2017027102,2017,12,NULL,5,39,U,52,7,7,5,1601,1,R,4,A,D1,1,1,0,0,0,2,4,6,1,NULL,1,11,50,0,32,1,1603,NULL,0,1613,0,0,0,0,0,201.88,.,1,46.622571,-120.542961,98908
12,201.64,1,2017025149,2017,12,NULL,5,39,U,52,6,23,5,1802,1,A,33,0,A9,2,6,1,0,0,1,5,5,1,NULL,1,50,0,29,0,1,1805,NULL,0,1810,0,0,0,0,0,201.91,.,1,46.622571,-120.542961,98908
12,201.73,1,2017050658,2017,12,NULL,5,39,U,52,12,1,5,2327,1,A,33,0,A9,1,1,0,0,0,1,5,6,2,NULL,4,50,0,29,0,1,2329,NULL,0,2348,0,0,0,0,0,202,.,5,46.622571,-120.542961,98908
12,201.78,1,2017029702,2017,12,NULL,5,39,U,52,7,25,2,1505,1,A,6,A,A1,1,1,0,0,0,3,4,2,1,NULL,1,13,13,0,0,1,1508,NULL,0,1515,0,0,0,0,0,202.05,.,1,46.622571,-120.542961,98908
12,201.78,1,2017049183,2017,12,NULL,5,39,U,52,11,22,3,726,1,A,33,0,A7,1,1,0,0,0,1,4,6,2,NULL,2,50,0,32,0,1,726,NULL,0,735,0,0,0,0,0,202.05,.,2,46.622571,-120.542961,98908
12,201.83,1,2017041426,2017,12,NULL,5,39,U,52,10,13,5,1016,1,S,5,A,A2,1,1,0,0,0,2,4,1,1,NULL,1,11,0,0,0,1,1017,NULL,0,1025,0,0,0,0,0,202.1,.,1,46.622571,-120.542961,98908
12,201.9,1,2017027615,2017,12,NULL,5,39,U,52,7,10,1,1802,1,A,6,A,A1,1,1,0,0,0,2,4,1,1,NULL,1,13,0,0,0,1,1802,NULL,0,1816,0,0,0,0,0,202.17,.,1,46.622571,-120.542961,98908
12,201.97,1,2017001209,2017,12,NULL,5,39,U,52,1,7,6,1545,1,A,33,0,A7,1,1,0,0,0,1,4,1,3,NULL,1,50,0,32,0,1,1549,NULL,0,1600,0,0,0,0,0,202.24,02,4,46.622571,-120.542961,98908
12,202.11,1,2017017766,2017,12,NULL,5,39,U,52,5,3,3,1439,1,A,6,Q,A2,1,1,0,0,0,2,4,1,1,NULL,1,14,0,0,0,1,1640,NULL,0,1644,0,0,0,0,0,202.38,.,1,46.626022,-120.522865,98902
12,202.12,1,2017017767,2017,12,NULL,5,39,U,52,5,3,3,1550,1,A,33,0,A9,1,1,0,0,0,1,4,1,1,NULL,1,50,0,13,0,1,1551,NULL,0,1557,0,0,0,0,0,202.39,.,1,46.626022,-120.522865,98902
12,202.16,1,2017041581,2017,12,NULL,5,39,U,52,10,13,5,1327,1,A,6,A,A2,2,7,1,0,0,2,4,4,1,NULL,1,13,0,0,0,1,1328,NULL,0,1337,0,0,0,0,0,202.43,.,1,46.626022,-120.522865,98902
22,1.09,3,2017006640,2017,22,NULL,5,39,U,53,2,12,7,1930,1,A,16,A,A1,1,1,0,0,0,2,4,1,1,NULL,1,13,0,0,0,4,1930,NULL,0,1942,0,0,0,0,0,1.79,.,2,46.412437,-120.314284,98921
22,1.3,3,2017006639,2017,22,NULL,5,39,U,53,2,12,7,1914,1,A,32,0,D1,1,1,0,0,0,1,4,1,1,NULL,6,47,47,0,0,1,1915,NULL,0,1925,0,0,0,0,0,2,.,1,46.412437,-120.314284,98921
22,1.3,3,2017036212,2017,22,NULL,5,39,U,53,9,11,1,1307,1,A,6,A,D1,1,1,0,0,0,2,4,1,1,NULL,1,23,0,0,0,1,1310,NULL,0,1330,1,0,0,0,0,2,.,1,46.412437,-120.314284,98921
22,1.56,3,2017019915,2017,22,NULL,5,39,U,53,5,17,3,1619,1,A,6,C,D1,1,1,0,0,0,2,3,1,1,NULL,1,15,0,0,0,1,1621,NULL,0,1635,0,0,0,0,0,2.26,.,1,46.412437,-120.314284,98921
22,1.59,3,2017005134,2017,22,NULL,5,39,U,53,2,3,5,1520,1,A,6,A,D1,1,1,0,0,0,2,4,1,3,NULL,1,13,0,0,0,1,1521,NULL,0,1526,0,0,0,0,0,2.29,.,4,46.412437,-120.314284,98921
22,1.8700000000000003,3,2017020823,2017,22,NULL,5,39,U,53,5,24,3,737,1,C,2,A,D1,2,7,2,0,0,2,1,1,1,NULL,2,10,0,0,0,2,737,NULL,0,739,0,0,0,0,0,2.57,.,1,46.412437,-120.314284,98921
22,1.8700000000000003,3,2017016152,2017,22,NULL,5,39,U,53,4,21,5,1041,1,A,6,Q,B1,1,1,0,0,0,2,1,1,1,NULL,1,14,0,0,0,2,1041,NULL,0,1043,0,0,0,0,0,2.57,.,1,46.412437,-120.314284,98921
22,2.02,3,2017040820,2017,22,NULL,5,39,U,53,10,10,2,815,1,B,3,A,D1,1,1,0,0,0,2,3,1,1,NULL,1,10,0,0,0,4,817,NULL,0,824,0,0,0,0,0,2.71,.,1,46.397875,-120.314544,98921
22,2.27,3,2017027320,2017,22,NULL,5,39,U,53,7,8,6,755,1,C,13,A,D1,1,1,0,0,0,2,3,1,1,NULL,1,28,0,0,0,2,758,NULL,0,758,0,0,0,0,0,2.96,.,1,46.397875,-120.314544,98921
22,2.29,3,2017012794,2017,22,NULL,5,39,U,53,3,27,1,640,1,B,3,A,D1,1,1,0,0,0,2,1,1,1,NULL,1,10,0,0,0,2,650,NULL,0,652,0,0,0,0,0,2.98,.,1,46.397875,-120.314544,98921
22,2.29,3,2017007165,2017,22,NULL,5,39,U,53,2,3,5,1536,1,A,6,A,D1,2,7,1,0,0,2,5,1,3,NULL,1,13,0,0,0,2,1536,NULL,0,1536,0,0,0,0,0,2.98,.,4,46.397875,-120.314544,98921
22,2.31,3,2017012365,2017,22,NULL,5,39,U,53,3,24,5,1705,1,A,6,P,A7,1,1,0,0,0,2,4,1,1,NULL,1,32,0,0,0,2,1710,NULL,0,1712,0,0,0,0,0,3,.,1,46.397875,-120.314544,98921
22,2.47,3,2017010952,2017,22,NULL,5,39,U,53,3,14,2,2344,1,A,3,A,D1,1,1,0,0,0,2,1,1,2,NULL,4,10,0,0,0,2,2344,NULL,0,2344,1,0,0,0,0,3.16,.,1,46.397875,-120.314544,98921
22,2.47,3,2017041838,2017,22,NULL,5,39,U,53,10,14,6,1504,1,C,1,Q,E1,2,7,1,0,0,2,1,1,1,NULL,1,10,0,0,0,2,1504,NULL,0,1504,0,0,0,0,0,3.16,.,1,46.397875,-120.314544,98921
22,2.59,3,2017017152,2017,22,NULL,5,39,U,53,4,27,4,2044,1,C,2,A,A1,1,1,0,0,0,2,1,1,1,NULL,4,10,0,0,0,4,2101,NULL,0,2102,0,0,0,0,0,3.28,.,1,46.397875,-120.314544,98921
22,2.61,3,2017003592,2017,22,NULL,5,39,U,53,1,22,7,930,1,A,6,P,D0,1,1,0,0,0,2,3,5,3,NULL,1,32,50,0,66,2,935,NULL,0,936,0,0,0,0,0,3.3,.,4,46.397875,-120.314544,98921
22,2.63,3,2017035506,2017,22,NULL,5,39,U,53,9,5,2,1316,1,A,33,0,A0,2,7,1,0,0,1,1,5,1,NULL,1,50,52,16,0,2,1316,NULL,0,1318,0,0,0,0,0,3.3199999999999994,.,1,46.397875,-120.314544,98921
22,2.69,3,2017025123,2017,22,NULL,5,39,U,53,6,23,5,1156,1,A,6,Q,D1,1,0,0,0,0,2,4,NULL,1,NULL,1,14,0,0,0,2,1156,NULL,0,1156,0,0,0,0,0,3.38,00,1,46.397875,-120.314544,98921
22,2.86,3,2017028134,2017,22,NULL,5,39,U,53,7,14,5,1843,1,A,2,A,D1,1,1,0,0,0,2,1,1,1,NULL,1,10,0,0,0,2,1843,NULL,0,1854,0,0,0,0,0,3.55,.,1,46.397875,-120.314544,98921
22,2.87,3,2017020822,2017,22,NULL,5,39,U,53,5,24,3,637,1,A,32,0,A7,1,1,0,0,0,2,4,1,1,NULL,2,32,0,0,0,2,703,NULL,0,705,1,0,0,0,0,3.56,.,1,46.397875,-120.314544,98921
22,2.95,3,2017033275,2017,22,NULL,5,39,U,53,8,20,7,1515,1,C,3,A,A2,1,1,0,0,0,2,3,1,1,NULL,6,10,0,0,0,2,1515,NULL,0,1525,0,0,0,0,0,3.64,.,1,46.397875,-120.314544,98921
22,2.95,3,2017024585,2017,22,NULL,5,39,U,53,6,19,1,1730,1,A,6,A,D1,1,1,0,0,0,2,7,1,1,NULL,1,13,0,0,0,2,1730,NULL,0,1730,0,0,0,0,0,3.64,.,1,46.397875,-120.314544,98921
22,2.95,3,2017017749,2017,22,NULL,5,39,U,53,5,2,2,1734,1,A,13,C,A6,1,1,0,0,0,2,3,1,1,NULL,1,10,0,0,0,2,1734,NULL,0,1736,0,0,0,0,0,3.64,.,1,46.397875,-120.314544,98921
22,4.33,3,2017035308,2017,22,NULL,5,39,U,55,9,18,1,1537,1,C,2,A,D1,1,1,0,0,0,2,3,1,1,NULL,1,10,0,0,0,3,1730,NULL,0,1750,0,0,0,0,0,5.009999999999999,.,1,46.370901,-120.319954,98948
22,4.86,8,2017039576,2017,22,NULL,5,39,R,45,10,1,7,522,1,A,3,A,A1,3,4,1,1,0,2,1,1,1,NULL,6,10,0,0,0,4,522,NULL,0,529,0,0,0,0,0,5.54,.,1,46.370901,-120.319954,98948
22,4.86,8,2017013663,2017,22,NULL,5,39,R,45,3,31,5,622,1,A,13,A,A1,2,7,1,0,0,2,1,2,1,NULL,1,10,0,0,0,3,625,NULL,0,630,0,0,0,0,0,5.54,.,1,46.370901,-120.319954,98948
22,7.29,8,2017001893,2017,22,NULL,5,39,R,45,1,11,3,2205,1,A,33,0,A0,1,1,0,0,0,1,4,1,4,NULL,6,50,50,61,15,1,2209,NULL,0,2225,0,0,0,0,0,7.97,.,2,46.344308000000005,-120.270691,98948
22,7.92,8,2017045150,2017,22,NULL,5,39,R,45,11,3,5,1225,1,B,2,A,D1,2,6,1,0,0,2,1,5,1,NULL,1,10,0,0,0,3,1235,NULL,0,1250,0,0,0,0,0,8.6,.,1,46.344308000000005,-120.270691,98948
22,8.83,8,2017036557,2017,22,NULL,5,39,R,45,9,14,4,2017,1,B,50,0,A0,2,6,1,0,0,1,1,5,1,NULL,6,52,0,0,0,1,2017,NULL,0,2034,0,0,0,0,0,9.51,.,1,46.334181,-120.255747,98948
22,8.95,8,2017026458,2017,22,NULL,5,39,R,45,7,2,7,226,1,A,60,0,A0,1,1,0,0,0,1,4,1,1,NULL,6,50,0,74,0,4,226,NULL,0,234,0,0,0,0,0,9.63,.,1,46.334181,-120.255747,98948
22,9.32,8,2017050045,2017,22,NULL,5,39,R,45,11,29,3,2017,1,A,32,0,A1,1,1,0,0,0,1,4,1,1,NULL,6,85,0,0,0,1,2019,NULL,0,2040,0,0,0,0,0,10,.,1,46.324947,-120.238293,98948
22,9.79,8,2017031602,2017,22,NULL,5,39,R,45,8,7,1,1804,1,A,34,0,D0,2,6,1,0,0,1,4,1,1,NULL,1,50,50,69,74,1,1807,NULL,0,1832,0,0,0,0,0,10.47,.,1,46.324947,-120.238293,98948
22,10.060000000000002,8,2017028522,2017,22,NULL,5,39,R,45,8,1,2,1523,1,F,5,Q,D1,1,1,0,0,0,2,5,1,1,NULL,1,12,0,0,0,1,1524,NULL,0,1530,0,0,0,0,0,10.74,.,1,46.317727000000005,-120.221211,98948
22,10.65,8,2017005974,2017,22,NULL,5,39,R,45,2,8,3,515,1,C,33,0,D0,1,1,0,0,0,1,1,1,3,NULL,6,50,0,31,0,1,525,NULL,0,623,0,0,0,0,0,11.33,.,4,46.317727000000005,-120.221211,98948
22,12.13,8,2017026459,2017,22,NULL,5,39,R,45,7,2,7,1037,1,A,62,0,A0,1,1,0,0,0,1,4,1,1,NULL,1,50,50,69,70,1,1037,NULL,0,1056,0,0,0,0,0,12.81,.,1,46.29785,-120.191393,98948
22,12.32,8,2017041651,2017,22,NULL,5,39,R,45,10,14,6,2339,1,A,60,0,A0,1,0,0,0,0,1,4,1,1,NULL,6,50,0,74,0,1,2341,NULL,0,14,0,0,0,0,0,13,.,1,46.29785,-120.191393,98948
22,12.85,8,2017040288,2017,22,NULL,5,39,R,45,10,6,5,1158,1,G,2,C,D1,1,1,0,0,0,2,3,1,1,NULL,1,15,0,0,0,1,1201,NULL,0,1210,0,0,0,0,0,13.529999999999998,.,1,46.29785,-120.191393,98948
22,12.92,8,2017039611,2017,22,NULL,5,39,R,45,10,7,6,243,1,A,1,A,D1,3,2,0,1,0,2,4,1,1,NULL,6,24,0,0,0,1,246,NULL,0,257,0,0,0,0,0,13.6,.,1,46.29785,-120.191393,98948
22,14.15,8,2017035628,2017,22,NULL,5,39,R,45,9,7,4,1500,1,A,6,A,A1,2,5,1,0,0,2,4,1,1,NULL,1,13,0,0,0,1,1502,NULL,0,1517,0,0,0,0,0,14.83,.,1,46.277485,-120.160782,98948
22,17.32,8,2017017386,2017,22,NULL,5,39,R,45,5,1,1,730,1,A,54,0,A1,1,1,0,0,0,1,4,1,1,NULL,1,54,0,0,0,1,731,NULL,0,801,0,0,0,0,0,18,.,1,46.248053000000006,-120.116001,98935
22,21.16,8,2017012239,2017,22,NULL,5,39,R,45,3,23,4,1439,1,A,99,0,D1,1,1,0,0,0,1,4,1,1,NULL,1,56,50,0,74,1,1440,NULL,0,1451,0,0,0,0,0,21.84,.,1,46.222069,-120.042268,98935
22,22.5,8,2017038101,2017,22,NULL,5,39,R,45,9,23,6,625,1,A,3,A,D1,1,1,0,0,0,2,1,1,1,NULL,2,10,0,0,0,1,627,NULL,0,650,0,0,0,0,0,23.18,.,1,46.216985,-120.021646,98935
22,22.81,8,2017030759,2017,22,NULL,5,39,R,45,8,2,3,1414,1,A,1,A,D1,2,6,1,0,0,2,4,1,1,NULL,1,24,0,0,0,1,1415,NULL,0,1428,0,0,0,0,0,23.49,.,1,46.216985,-120.021646,98935
22,24.96,8,2017010586,2017,22,NULL,5,39,R,45,3,12,7,1825,1,A,2,A,D1,2,7,3,0,0,2,1,1,1,NULL,3,10,0,0,0,1,1829,NULL,0,1843,0,0,0,0,0,25.64,.,1,46.207653,-119.98314,98935
22,27.12,8,2017053158,2017,22,NULL,5,39,R,45,12,16,6,1729,1,A,32,0,D1,1,1,0,0,0,1,4,1,1,NULL,6,85,0,0,0,1,1737,NULL,0,1748,0,0,0,0,0,27.8,.,5,46.192919,-119.923223,98935
24,1,1,2017016959,2017,24,NULL,5,39,U,52,4,27,4,1021,1,A,29,A,A2,1,1,0,0,0,2,4,1,1,NULL,1,23,0,0,0,1,1021,NULL,0,1041,0,0,0,0,0,1,.,1,46.577779,-120.457131,98901
24,1,1,2017018791,2017,24,NULL,5,39,U,52,5,9,2,1527,1,S,5,A,A2,1,1,0,0,0,2,4,5,1,NULL,1,11,0,0,0,1,1528,NULL,0,1534,0,0,0,0,0,1,.,1,46.577779,-120.457131,98901
24,1.26,2,2017023398,2017,24,NULL,5,39,U,52,6,10,6,1212,1,S,5,Q,A6,1,1,0,0,0,2,2,1,1,NULL,1,12,0,0,0,1,1214,NULL,0,1217,0,0,0,0,0,1.26,.,1,46.577779,-120.457131,98901
24,1.28,2,2017030331,2017,24,NULL,5,39,R,42,7,31,1,730,1,C,4,C,D2,1,1,0,0,0,2,1,1,1,NULL,1,81,0,0,0,1,733,NULL,0,737,0,0,0,0,0,1.28,.,1,46.577779,-120.457131,98901
24,1.28,2,2017020846,2017,24,NULL,5,39,R,42,5,23,2,1642,1,A,6,A,D1,1,1,0,0,0,2,1,1,1,NULL,1,13,0,0,0,1,1643,NULL,0,1645,0,0,0,0,0,1.28,.,1,46.577779,-120.457131,98901
24,1.31,7,2017032637,2017,24,NULL,5,39,R,42,8,17,4,1314,1,A,6,A,D1,1,1,0,0,0,2,2,1,1,NULL,1,13,0,0,0,1,1315,NULL,0,1317,0,0,0,0,0,1.31,.,1,46.577779,-120.457131,98901
24,1.48,7,2017005372,2017,24,NULL,5,39,R,42,2,4,6,446,1,A,62,0,D0,1,1,0,0,0,1,4,1,3,NULL,4,50,52,69,0,1,453,NULL,0,518,0,0,0,0,0,1.48,.,2,46.577779,-120.457131,98901
24,1.5,7,2017034672,2017,24,NULL,5,39,R,42,8,30,3,802,1,A,6,A,D1,1,1,0,0,0,3,4,1,1,NULL,1,13,13,0,0,1,804,NULL,0,810,1,0,0,0,0,1.5,.,1,46.577779,-120.457131,98901
24,2,7,2017041126,2017,24,NULL,5,39,R,42,10,12,4,726,1,A,6,Q,A1,1,1,0,0,0,2,2,1,1,NULL,1,14,0,0,0,1,727,NULL,0,727,0,0,0,0,0,2,.,1,46.575129,-120.436852,98901
24,2,7,2017037467,2017,24,NULL,5,39,R,42,9,18,1,1556,1,A,6,W,A1,1,1,0,0,0,2,4,2,1,NULL,1,14,0,0,0,1,1600,NULL,0,1610,0,0,0,0,0,2,.,1,46.575129,-120.436852,98901
24,2,7,2017038795,2017,24,NULL,5,39,R,42,9,27,3,1929,1,A,6,Q,A1,1,1,0,0,0,2,2,1,1,NULL,4,14,0,0,0,1,1931,NULL,0,1937,0,0,0,0,0,2,.,1,46.575129,-120.436852,98901
24,2.08,7,2017012988,2017,24,NULL,5,39,R,42,3,27,1,1640,1,A,6,Q,B1,1,1,0,0,0,2,1,NULL,1,NULL,1,14,0,0,0,3,1641,NULL,0,1705,0,0,0,0,0,2.08,.,1,46.575129,-120.436852,98901
24,2.08,7,2017053674,2017,24,NULL,5,39,R,42,12,20,3,1118,1,A,6,A,A1,1,1,0,0,0,2,1,1,1,NULL,1,13,0,0,0,1,1119,NULL,0,1124,0,0,0,0,0,2.08,.,1,46.575129,-120.436852,98901
24,2.08,7,2017044614,2017,24,NULL,5,39,R,42,10,29,7,1238,1,A,6,A,D1,1,1,0,0,0,2,5,1,1,NULL,1,13,0,0,0,1,1242,NULL,0,1246,0,0,0,0,0,2.08,.,1,46.575129,-120.436852,98901
24,2.08,7,2017041861,2017,24,NULL,5,39,R,42,10,15,7,1215,1,A,6,Q,D1,1,1,0,0,0,2,1,1,1,NULL,1,14,0,0,0,1,1217,NULL,0,1220,0,0,0,0,0,2.08,.,1,46.575129,-120.436852,98901
24,2.08,7,2017023401,2017,24,NULL,5,39,R,42,6,25,7,722,1,A,3,C,A6,3,2,1,1,0,2,1,1,1,NULL,1,10,50,0,66,1,722,NULL,0,722,0,0,0,0,0,2.08,.,1,46.575129,-120.436852,98901
