rd_inv,milepost,rodwycls,CASENO,ACCYR,RTE_NBR,RD_TYPE,DISTRICT,COUNTY,rur_urb,FUNC_CLS,MONTH,DAYMTH,WEEKDAY,TIME,ADMCLASS,v1event1,ACCTYPE,v2event1,IMPACT,REPORT,SEVERITY,TOT_INJ,TOT_KILL,TOT_PED,NUMVEHS,loc_type,RD_CHAR1,RDSURF,RD_REL,LIGHT,coltype1,coltype2,OBJECT1,OBJECT2,AGENCY,TIMENOTE,HAZMAT,FIRE,TIMEARR,HIT_RUN,NO_PEDS,intent,nonmvind,medcause,AC_SRMP,loc_char,weather,LATITUDE,LONGITUDE,postcode
12,179.36,8,2013012853,2013,12,NULL,5,39,R,43,4,23,2,1725,1,A,60,0,D0,1,1,0,0,0,1,4,1,1,NULL,1,50,52,74,NULL,1,1733,NULL,0,1747,0,0,0,0,0,179.7,.,1,46.707269,-120.88837,98937
12,189.58,3,201329871,2013,12,NULL,5,39,U,53,9,10,2,720,1,A,12,C,A6,1,1,0,0,0,2,1,1,1,NULL,1,28,0,0,0,1,727,NULL,0,734,0,0,0,0,0,189.87,.,1,46.732875,-120.716879,98937
12,196.37,1,2013006670,2013,12,NULL,5,39,U,52,2,22,5,1305,1,A,12,A,D1,2,6,2,0,0,2,1,5,1,NULL,1,10,NULL,NULL,NULL,1,1308,NULL,0,1310,0,0,0,0,0,196.67,.,2,46.66234,-120.622075,98908
12,201.34,1,2013008670,2013,12,NULL,5,39,U,52,3,13,3,1250,1,A,50,0,A0,1,1,0,0,0,1,4,1,1,NULL,1,52,NULL,NULL,NULL,1,1255,NULL,0,1302,0,0,0,0,0,201.61,.,1,46.622571,-120.542961,98908
22,2.86,3,2013017738,2013,22,NULL,5,39,U,53,6,5,3,1738,1,C,2,A,A1,1,1,0,0,0,2,1,2,1,NULL,1,28,NULL,NULL,NULL,2,1738,NULL,0,1740,0,0,0,0,0,3.55,.,1,46.397875,-120.314544,98921
22,20.54,8,201335459,2013,22,NULL,5,39,R,45,10,21,1,1605,1,A,32,0,D1,1,1,0,0,0,1,4,1,1,NULL,1,48,0,0,0,1,1606,NULL,0,1649,0,0,0,0,0,21.22,.,1,46.227268,-120.06162,98935
24,2.08,7,2013027962,2013,24,NULL,5,39,R,42,8,24,6,2310,1,B,34,0,E1,2,7,1,0,0,1,1,2,1,NULL,4,50,0,16,0,2,2311,NULL,0,2316,0,0,0,0,0,2.08,.,1,46.575129,-120.436852,98901
82,69.28,1,2013018376,2013,82,NULL,5,39,U,51,6,9,7,1431,1,A,33,0,D0,2,7,1,0,0,1,4,5,1,NULL,1,50,NULL,74,NULL,1,1432,NULL,0,1437,0,0,0,0,0,69.31,.,1,46.30625,-119.977083,98944
97,60.38000000000002,8,2013000406,2013,97,NULL,5,39,R,43,3,18,1,1011,1,A,2,A,D1,2,6,1,0,0,2,1,1,1,NULL,1,10,NULL,NULL,NULL,1,1011,NULL,0,1015,0,0,0,0,0,60.77,.,1,46.348671,-120.320504,98948
97,66.11,9,2013018043,2013,97,NULL,5,39,R,44,6,8,6,1822,1,A,3,A,A1,1,1,0,0,0,2,1,1,1,NULL,1,10,0,0,0,1,1825,NULL,0,1832,1,0,0,0,0,66.5,.,1,46.413509000000005,-120.391236,98948
97,74.06,1,201332511,2013,97,NULL,5,39,U,52,9,29,7,1049,1,A,6,Q,D2,1,1,0,0,0,2,1,1,1,NULL,1,14,0,0,0,1,1049,NULL,0,1100,1,0,0,0,0,74.45,.,2,46.511347,-120.473176,98951
241,4.740000000000001,3,201333335,2013,241,NULL,5,39,U,55,10,4,5,1735,1,A,6,A,D1,2,7,4,0,0,2,1,1,1,NULL,1,13,0,0,0,1,1735,NULL,0,1740,0,0,0,0,0,4.740000000000001,.,1,46.269433,-119.99931399999998,98944
241,9.810000000000002,8,2013027161,2013,241,NULL,5,39,R,45,8,24,6,1640,1,A,6,A,D1,1,1,0,0,0,2,1,1,1,NULL,1,13,0,0,0,1,1642,NULL,0,1654,0,0,0,0,0,9.810000000000002,.,1,46.327225,-119.978529,98944
410,104.2,8,2013026376,2013,410,NULL,5,39,R,45,8,17,6,608,1,A,34,0,D1,1,1,0,0,0,1,4,1,1,NULL,1,51,NULL,81,NULL,1,611,NULL,0,635,0,0,0,0,0,113.13,.,1,46.864698,-120.956609,98937
823,3.18,5,201345203,2013,823,NULL,5,39,U,54,12,9,1,1719,1,C,17,A,D1,1,1,0,0,0,2,1,1,1,NULL,4,28,0,0,0,2,1719,NULL,0,1719,0,0,0,0,0,2.3599999999999994,.,1,46.672452,-120.514599,98942
12,168.67000000000004,8,201427112,2014,12,NULL,5,39,R,43,8,11,1,2055,1,A,32,0,A1,1,1,0,0,0,1,4,1,1,NULL,6,85,0,0,0,1,2059,NULL,0,2140,0,0,0,0,0,169,.,1,46.672874,-121.084958,98937
12,185.89,8,201418818,2014,12,NULL,5,39,R,43,5,30,5,1800,1,A,6,A,A1,1,1,0,0,0,2,7,1,1,NULL,1,13,0,0,0,1,1801,NULL,0,1818,0,0,0,0,0,186.18,.,1,46.741365,-120.789299,98937
12,194.99,1,201442716,2014,12,NULL,5,39,U,52,11,21,5,1635,1,B,7,Q,D1,1,1,0,0,0,2,1,1,4,NULL,6,10,0,0,0,1,1636,NULL,0,1645,0,0,0,0,0,195.29,.,6,46.682927,-120.651333,98908
12,200.83,1,201402564,2014,12,NULL,5,39,U,52,1,21,2,640,1,A,32,0,D1,1,1,0,0,0,1,5,1,2,NULL,6,85,0,0,0,1,641,NULL,0,646,0,0,0,0,0,201.1,.,2,46.62239,-120.562924,98902-7354
22,1.8700000000000003,3,201413127,2014,22,NULL,5,39,U,53,4,19,6,223,1,B,60,0,D0,1,1,0,0,0,1,6,1,1,NULL,4,50,0,74,0,2,225,NULL,0,226,0,0,0,0,0,2.57,.,1,46.412437,-120.314284,98921
22,2.97,3,201442718,2014,22,NULL,5,39,U,53,11,25,2,1635,1,B,3,A,A1,1,1,0,0,0,2,1,1,1,NULL,4,10,0,0,0,2,1640,NULL,0,1645,0,0,0,0,0,3.66,.,1,46.397875,-120.314544,98921
22,13.65,8,201421115,2014,22,NULL,5,39,R,45,6,11,3,1942,1,A,32,0,A1,1,1,0,0,0,1,4,1,1,NULL,1,85,0,0,0,4,1950,NULL,0,2004,0,0,0,0,0,14.33,.,1,46.287974,-120.176532,98948
24,2.08,7,201412640,2014,24,NULL,5,39,R,42,4,16,3,1750,1,A,5,Q,D1,1,1,0,0,0,2,1,1,1,NULL,1,14,0,0,0,1,1755,NULL,0,1800,0,0,0,0,0,2.08,.,1,46.575129,-120.436852,98901
24,5.0600000000000005,2,201435178,2014,24,NULL,5,39,U,52,9,19,5,1604,1,A,2,A,A1,1,1,0,0,0,2,1,1,1,NULL,1,10,0,0,0,1,1604,NULL,0,1611,0,0,0,0,0,5.0600000000000005,.,1,46.550332,-120.386678,98936
82,29,1,201434784,2014,82,NULL,5,39,U,51,9,24,3,1642,1,A,2,A,D1,1,1,0,0,0,2,4,5,2,NULL,1,23,52,0,0,1,1643,NULL,0,1650,0,0,0,0,0,29.03,.,3,46.647735,-120.502498,98942
82,31.19000000000001,1,201415832,2014,82,NULL,5,39,U,51,5,12,1,1145,1,S,5,A,A2,1,1,0,0,0,2,4,1,1,NULL,1,11,0,0,0,1,1155,NULL,0,1158,0,0,0,0,0,31.22000000000001,.,1,46.628657,-120.513786,98942
82,33.74000000000001,1,201420097,2014,82,NULL,5,39,U,51,6,13,5,1721,1,A,16,A,A1,1,1,0,0,0,2,1,1,2,NULL,1,13,0,0,0,1,1721,NULL,0,1721,0,0,0,0,0,33.77000000000001,.,3,46.608215,-120.48856,98901
82,36.62,1,201421112,2014,82,NULL,5,39,U,51,6,26,4,1427,1,A,14,A,A1,1,1,0,0,0,2,1,1,1,NULL,1,11,0,0,0,1,1427,1,0,1427,0,0,0,0,0,36.65,.,2,46.567471000000005,-120.472258,98903-1613
82,43.52,6,201401079,2014,82,NULL,5,39,R,41,1,9,4,1735,1,A,27,A,D1,1,1,0,0,0,2,4,2,1,NULL,6,23,0,0,0,1,1742,NULL,0,1747,0,0,0,0,0,43.55000000000001,.,1,46.485838,-120.414123,98953
82,58.57,6,201431756,2014,82,NULL,5,39,R,41,9,1,1,100,1,A,33,0,D8,1,1,0,0,0,1,4,1,1,NULL,6,50,0,32,0,1,101,NULL,0,107,0,0,0,0,0,58.6,.,1,46.350845,-120.185924,98932
82,74.24,1,201404022,2014,82,NULL,5,39,U,51,2,3,1,819,1,A,33,0,D7,1,1,0,0,0,1,4,1,3,NULL,1,50,0,38,0,1,829,NULL,0,849,0,0,0,0,0,74.26999999999998,02,4,46.264358,-119.89651200000002,98930
97,61.59000000000002,4,201436998,2014,97,NULL,5,39,U,54,10,9,4,1215,1,A,6,Q,D6,1,1,0,0,0,2,1,1,1,NULL,1,14,0,0,0,1,1219,NULL,0,1219,0,0,0,0,0,61.98000000000002,.,1,46.363385,-120.320183,98948
97,69.22,4,201404269,2014,97,NULL,5,39,U,54,2,6,4,1553,1,A,33,0,D7,1,1,0,0,0,1,4,5,3,NULL,1,50,0,30,0,1,1553,NULL,0,1605,0,0,0,0,0,69.61,.,4,46.445964,-120.430104,98951
97,74.06,1,201427731,2014,97,NULL,5,39,U,52,2,7,5,1137,1,B,2,Q,E1,1,1,0,0,0,2,1,1,3,NULL,1,10,0,0,0,1,1138,NULL,0,1151,0,0,0,0,0,74.45,.,1,46.511347,-120.473176,98951
241,1.1,8,201404501,2014,241,NULL,5,39,R,45,2,3,1,812,1,G,4,A,A1,2,7,1,0,0,2,4,1,3,NULL,1,11,0,0,0,1,812,NULL,0,812,1,0,0,0,0,1.1,02,2,46.225998,-119.999594,98935
241,7.94,3,201448982,2014,241,NULL,5,39,U,54,12,16,2,1614,1,A,6,Q,A1,1,1,0,0,0,2,1,1,2,NULL,3,14,0,0,0,1,1619,NULL,0,1629,0,0,0,0,0,7.94,00,2,46.302241,-119.983657,98944
241,11.84,8,201436343,2014,241,NULL,5,39,R,45,10,10,5,2314,1,A,34,0,A0,1,1,0,0,0,1,7,1,1,NULL,6,50,0,56,0,1,2314,NULL,0,3,0,0,0,0,0,11.84,.,1,46.356211,-119.979071,98944
410,105.22,8,201424114,2014,410,NULL,5,39,R,45,7,12,6,2253,1,A,33,0,A7,1,1,0,0,0,1,4,5,1,NULL,6,50,50,32,59,1,2256,NULL,0,2318,0,0,0,0,0,114.15,.,1,46.851455,-120.95131200000002,98937
823,2.9,5,201416677,2014,823,NULL,5,39,U,54,4,9,3,1700,1,A,6,A,A2,1,1,0,0,0,2,4,1,1,NULL,1,13,0,0,0,2,1700,NULL,0,1700,0,0,0,0,0,2.08,.,1,46.660498,-120.524351,98942
12,159.3,8,2015020817,2015,12,NULL,5,39,R,43,6,5,5,1644,1,A,6,C,D1,2,6,1,0,0,2,3,5,1,NULL,1,15,0,0,0,1,1658,NULL,0,1705,0,0,0,0,0,159.63,.,1,46.644981,-121.251181,98937
12,179.16,8,2015046183,2015,12,NULL,5,39,R,43,11,24,2,910,1,A,34,0,D0,1,1,0,0,0,1,4,6,3,NULL,1,50,0,56,0,1,916,NULL,0,956,0,0,0,0,0,179.5,.,4,46.707269,-120.88837,98937
12,189.82,3,2015030315,2015,12,NULL,5,39,U,53,8,19,3,243,1,A,34,0,A0,2,7,1,0,0,1,4,1,1,NULL,4,50,50,66,8,3,243,NULL,0,255,0,0,0,0,0,190.11,.,1,46.732875,-120.716879,98937
12,197.73,1,2015051529,2015,12,NULL,5,39,U,52,12,17,4,1205,1,A,33,0,A9,1,1,0,0,0,1,4,1,3,NULL,1,50,0,29,0,1,1210,NULL,0,1215,0,0,0,0,0,198,.,4,46.65108,-120.609501,98908
22,2.15,3,2015024952,2015,22,NULL,5,39,U,53,7,2,4,610,1,A,6,A,A1,2,7,2,0,0,2,4,1,1,NULL,1,13,0,0,0,2,615,NULL,0,617,0,0,0,0,0,2.84,.,1,46.397875,-120.314544,98921
24,1.28,2,2015035107,2015,24,NULL,5,39,R,42,9,16,3,743,1,A,6,A,D2,1,1,0,0,0,2,1,1,1,NULL,1,13,0,0,0,1,745,NULL,0,755,0,0,0,0,0,1.28,.,1,46.577779,-120.457131,98901
82,27.97,6,2015019882,2015,82,NULL,5,39,R,41,5,26,2,1150,1,A,34,0,A0,2,6,4,0,0,1,4,5,1,NULL,1,50,52,69,0,1,1150,NULL,0,1155,0,0,0,0,0,28,.,1,46.673064,-120.485825,98942
82,33.27000000000001,1,201504740,2015,82,NULL,5,39,U,51,1,30,5,2338,1,A,14,R,A1,1,1,0,0,0,2,4,1,1,NULL,6,11,0,0,0,1,2343,NULL,0,2343,0,0,0,0,0,33.3,.,1,46.608215,-120.48856,98901
82,38.14,1,2015051527,2015,82,NULL,5,39,U,51,12,18,5,55,1,A,33,0,A9,1,1,0,0,0,1,4,1,3,NULL,6,50,0,29,0,1,57,NULL,0,58,0,0,0,0,0,38.17000000000001,.,6,46.538649,-120.471345,98903-1613
82,48.98,6,2015024238,2015,82,NULL,5,39,R,41,7,2,4,1900,1,A,54,0,D1,1,1,0,0,0,1,4,1,1,NULL,1,54,0,0,0,1,1904,NULL,1,1910,0,0,0,0,0,49.01,.,1,46.434584,-120.34552,98953
82,60.49,6,2015024764,2015,82,NULL,5,39,R,41,7,7,2,1407,1,A,6,A,A2,2,7,1,0,0,2,4,1,1,NULL,1,13,0,0,0,1,1408,NULL,0,1423,0,0,0,0,0,60.52,.,1,46.338189,-120.149857,98932
97,61.81,4,2015016412,2015,97,NULL,5,39,U,54,4,6,1,22,1,A,32,0,D2,1,1,0,0,0,1,4,1,1,NULL,6,87,0,0,0,1,23,NULL,0,34,0,0,0,0,0,62.2,.,1,46.363385,-120.320183,98948
97,67.43000000000002,4,201506625,2015,97,NULL,5,39,U,54,1,7,3,43,1,A,33,0,D0,1,0,0,0,0,1,5,1,1,NULL,4,50,0,16,0,1,43,NULL,0,53,1,0,0,0,0,67.81999999999998,.,5,46.424079,-120.405658,98951
97,74.06,1,201512086,2015,97,NULL,5,39,U,52,3,23,1,1908,1,B,7,Q,E1,1,1,0,0,0,2,1,5,1,NULL,1,10,0,0,0,1,1908,NULL,0,1912,1,0,0,0,0,74.45,.,1,46.511347,-120.473176,98951
241,1.3,8,201506624,2015,241,NULL,5,39,R,45,2,23,1,1840,1,A,32,0,D1,1,1,0,0,0,1,4,2,1,NULL,6,85,0,0,0,1,1841,NULL,0,1858,0,0,0,0,0,1.3,.,1,46.225998,-119.999594,98935
241,6.79,3,2015027336,2015,241,NULL,5,39,U,55,7,27,1,1520,1,A,34,0,A0,2,6,1,0,0,1,5,4,1,NULL,1,50,0,73,0,3,1527,NULL,0,1538,0,0,0,0,0,6.79,.,1,46.298302,-119.9991,98944
241,9.3,3,201509451,2015,241,NULL,5,39,R,45,2,17,2,1706,1,A,13,B,D1,1,1,0,0,0,2,1,2,1,NULL,1,10,0,0,0,1,1708,NULL,0,1738,1,0,0,0,0,9.3,.,1,46.327225,-119.978529,98944
410,104.87,8,2015028401,2015,410,NULL,5,39,R,45,8,1,6,1730,1,A,50,0,D1,2,6,1,0,0,1,4,6,1,NULL,1,52,0,0,0,1,1734,NULL,0,1755,0,0,0,0,0,113.8,.,1,46.864698,-120.956609,98937
823,2.71,5,2015029723,2015,823,NULL,5,39,U,54,8,14,5,1548,1,C,3,A,A1,1,1,0,0,0,2,3,1,1,NULL,1,10,0,0,0,2,1551,NULL,0,1553,0,0,0,0,0,1.89,.,1,46.660498,-120.524351,98942
12,160.66999999999996,8,2016029928,2016,12,NULL,5,39,R,43,7,22,5,600,1,A,34,0,D0,1,1,0,0,0,1,4,6,1,NULL,2,50,50,59,57,1,604,NULL,0,633,0,0,0,0,0,161,.,1,46.643346,-121.23104,98937
12,185.12,8,2016031491,2016,12,NULL,5,39,R,43,8,2,2,1428,1,B,6,Q,A1,1,1,0,0,0,2,1,1,1,NULL,1,14,0,0,0,1,1428,NULL,0,1455,0,0,0,0,0,185.46,.,1,46.741365,-120.789299,98937
12,191.71,1,2016057226,2016,12,NULL,5,39,U,52,12,29,4,1530,1,A,4,A,A1,1,1,0,0,0,2,1,5,1,NULL,1,11,0,0,0,1,1530,NULL,0,1535,0,0,0,0,0,192,.,1,46.719161,-120.681229,98937
12,197.81,1,2016025223,2016,12,NULL,5,39,U,52,6,22,3,2150,1,A,12,A,D1,1,1,0,0,0,2,1,1,1,NULL,4,10,0,0,0,1,2153,NULL,0,2159,0,0,0,0,0,198.08,.,1,46.65108,-120.609501,98908
12,202.34,2,2016036587,2016,12,NULL,5,39,U,52,9,14,3,1500,1,A,99,0,D1,1,1,0,0,0,1,4,1,1,NULL,1,56,0,0,0,1,1505,NULL,0,1510,0,0,0,0,0,202.61,.,1,46.626022,-120.522865,98902
22,9.82,8,2016003356,2016,22,NULL,5,39,R,45,1,20,3,835,1,A,50,0,A0,1,1,0,0,0,1,4,1,4,NULL,1,52,0,0,0,1,842,NULL,0,913,0,0,0,0,0,10.5,.,1,46.324947,-120.238293,98948
24,2.08,7,2016049997,2016,24,NULL,5,39,R,42,11,19,6,1730,1,A,6,Q,A1,2,7,1,0,0,2,1,1,2,NULL,4,14,0,0,0,2,1735,NULL,0,1740,1,0,0,0,0,2.08,.,2,46.575129,-120.436852,98901
24,5,2,2016049517,2016,24,NULL,5,39,U,52,11,16,3,1335,1,A,34,0,D0,1,1,0,0,0,1,4,1,1,NULL,1,50,52,66,0,1,1335,NULL,0,1349,0,0,0,0,0,5,.,1,46.550332,-120.386678,98936
24,30.45,8,2016002708,2016,24,NULL,5,39,R,44,1,16,6,530,1,A,60,0,D0,1,1,0,0,0,1,4,8,3,NULL,6,50,0,74,0,1,547,NULL,0,702,0,0,0,0,0,30.5,.,4,46.534898,-119.890725,98944
82,30.39,1,2016013686,2016,82,NULL,5,39,U,51,3,22,2,1020,1,A,14,A,D1,1,1,0,0,0,2,4,1,1,NULL,1,11,0,0,0,1,1020,NULL,0,1035,1,0,0,0,0,30.42000000000001,.,1,46.640072,-120.520184,98942
82,30.97,1,2016035092,2016,82,NULL,5,39,U,51,8,25,4,546,1,A,6,A,D2,1,1,0,0,0,2,4,1,1,NULL,1,13,0,0,0,1,547,NULL,0,554,0,0,0,0,0,31,.,1,46.640072,-120.520184,98942
82,33.09000000000001,1,2016004099,2016,82,NULL,5,39,U,51,1,25,1,1553,1,S,5,A,D2,1,1,0,0,0,2,4,1,1,NULL,1,11,0,0,0,1,1556,NULL,0,1600,0,0,0,0,0,33.12,.,1,46.608215,-120.48856,98901
82,34.7,1,2016030839,2016,82,NULL,5,39,U,51,7,29,5,1440,1,A,33,0,D9,1,1,0,0,0,1,4,1,1,NULL,1,50,0,29,0,1,1443,NULL,0,1447,0,0,0,0,0,34.72999999999999,.,1,46.595576,-120.478102,98903-1613
82,36.97,1,2016000922,2016,82,NULL,5,39,U,51,1,5,2,1610,1,A,6,A,A1,1,1,0,0,0,2,4,1,3,NULL,3,13,0,0,0,1,1611,NULL,0,1638,0,0,0,0,0,37,.,4,46.567471000000005,-120.472258,98903-1613
82,38.97,1,2016054770,2016,82,NULL,5,39,U,51,12,13,2,508,1,A,50,0,D9,2,6,1,0,0,1,4,1,4,NULL,5,52,0,0,0,1,509,NULL,0,515,0,0,0,0,0,39,.,1,46.538649,-120.471345,98903-1613
82,41.97,6,2016022708,2016,82,NULL,5,39,R,41,6,7,2,429,1,0,54,0,A1,1,1,0,0,0,1,4,2,1,NULL,2,54,0,0,0,1,430,NULL,1,431,0,0,0,0,0,42,.,1,46.502389,-120.4481,98939
82,46.08,6,2016000367,2016,82,NULL,5,39,R,41,1,3,7,1038,1,A,33,0,D0,1,1,0,0,0,1,4,1,4,NULL,1,50,50,69,66,1,1043,NULL,0,1102,0,0,0,0,0,46.11,.,4,46.456436,-120.368726,98953
82,50.17,1,2016026510,2016,82,NULL,5,39,U,51,7,20,3,1315,1,A,6,A,D2,2,6,1,0,0,2,4,1,1,NULL,1,13,0,0,0,1,1317,NULL,0,1327,0,0,0,0,0,50.2,.,1,46.416486,-120.316452,98953
82,56.88000000000001,6,2016022723,2016,82,NULL,5,39,R,41,6,6,1,325,1,R,34,0,D0,1,1,0,0,0,1,4,1,1,NULL,6,50,0,59,0,1,325,NULL,0,345,0,0,0,0,0,56.90999999999999,.,1,46.371044,-120.215121,98932
82,64.15999999999998,6,2016003159,2016,82,NULL,5,39,R,41,1,19,2,1600,1,A,7,A,D2,2,7,1,0,0,2,4,1,3,NULL,6,23,23,0,0,1,1601,NULL,0,1616,0,0,0,0,0,64.19,.,4,46.32346,-120.07201200000002,98938
82,74.85,1,2016020188,2016,82,NULL,5,39,U,51,5,20,5,925,1,R,4,A,A1,1,1,0,0,0,2,4,1,1,NULL,1,11,0,0,0,1,926,NULL,0,930,0,0,0,0,0,74.88,.,1,46.264358,-119.89651200000002,98930
97,62.35,4,2016056011,2016,97,NULL,5,39,U,54,12,20,2,1730,1,C,2,A,D2,1,1,0,0,0,2,1,1,2,NULL,4,28,0,0,0,1,1741,NULL,0,1802,0,0,0,0,0,62.74,.,1,46.375246,-120.329735,98951
97,67.18000000000002,9,2016055706,2016,97,NULL,5,39,R,44,12,19,1,2330,1,A,62,0,A0,1,1,0,0,0,1,4,1,4,NULL,6,50,50,69,66,1,2330,NULL,0,2345,0,0,0,0,0,67.56999999999998,.,3,46.424079,-120.405658,98951
97,73,1,2016023287,2016,97,NULL,5,39,U,52,6,8,3,1438,1,G,4,A,A2,1,1,0,0,0,2,1,1,1,NULL,1,11,0,0,0,4,1438,NULL,0,1452,0,0,0,0,0,73.39,.,1,46.498564,-120.463155,98951
223,2.82,8,2016040522,2016,223,NULL,5,39,R,45,9,29,4,1623,1,A,6,C,A1,1,1,0,0,0,2,1,1,1,NULL,1,15,0,0,0,1,1624,NULL,0,1648,0,0,0,0,0,2.83,.,1,46.329262,-120.204505,98948
241,4.740000000000001,3,2016026066,2016,241,NULL,5,39,U,55,6,27,1,905,1,A,6,Q,D1,1,1,0,0,0,2,1,1,1,NULL,1,14,0,0,0,1,911,NULL,0,935,0,0,0,0,0,4.740000000000001,.,1,46.269433,-119.99931399999998,98944
241,9.1,3,2016022681,2016,241,NULL,5,39,U,55,6,7,2,344,1,A,34,0,A0,1,1,0,0,0,1,4,1,1,NULL,6,50,0,71,0,1,351,NULL,0,432,0,0,0,0,0,9.1,.,1,46.327225,-119.978529,98944
410,97.97,8,2016033283,2016,410,NULL,5,39,R,45,8,8,1,1006,1,A,62,0,A0,1,1,0,0,0,1,4,1,1,NULL,1,50,52,69,0,1,1007,NULL,0,1047,0,0,0,0,0,106.9,.,2,46.932036,-121.052879,98937
823,2.27,3,2016019895,2016,823,NULL,5,39,U,53,5,18,3,1540,1,A,4,A,A1,2,7,1,0,0,2,4,1,1,NULL,1,26,0,0,0,2,1554,NULL,0,1558,0,0,0,0,0,1.39,.,1,46.660498,-120.524351,98942
823,3.4900000000000007,5,2016015376,2016,823,NULL,5,39,U,54,4,15,5,1231,1,A,12,A,D1,1,1,0,0,0,2,3,1,1,NULL,1,10,0,0,0,3,1232,NULL,0,1232,0,0,0,0,0,2.67,.,1,46.672452,-120.514599,98942
12,164.67,8,2017033710,2017,12,NULL,5,39,R,43,8,23,3,1720,1,A,50,0,D1,1,1,0,0,0,3,4,5,1,NULL,1,52,23,0,0,1,1722,NULL,0,1749,0,0,0,0,0,165,.,1,46.645105,-121.150668,98937
12,185.12,8,2017015594,2017,12,NULL,5,39,R,43,4,18,2,1345,1,B,50,0,A2,1,1,0,0,0,1,1,1,1,NULL,1,52,0,0,0,1,1348,NULL,0,1406,0,0,0,0,0,185.46,.,1,46.741365,-120.789299,98937
12,196.37,1,2017004209,2017,12,NULL,5,39,U,52,1,28,6,640,1,A,7,A,D2,2,7,1,0,0,2,1,1,2,NULL,2,10,0,0,0,1,643,NULL,0,654,0,0,0,0,0,196.67,.,2,46.66234,-120.622075,98908
12,200.19,1,2017030199,2017,12,NULL,5,39,U,52,7,28,5,1313,1,M,3,A,A2,1,1,0,0,0,2,1,1,1,NULL,1,23,0,0,0,1,1313,NULL,0,1314,0,0,0,0,0,200.46,.,1,46.62239,-120.562924,98902-7354
22,1.53,3,2017001727,2017,22,NULL,5,39,U,53,1,9,1,648,1,A,34,0,A0,1,1,0,0,0,1,4,1,3,NULL,6,50,50,66,66,1,649,NULL,0,653,0,0,0,0,0,2.23,.,2,46.412437,-120.314284,98921
22,2.97,3,2017036213,2017,22,NULL,5,39,U,53,9,11,1,746,1,A,6,A,D6,1,1,0,0,0,2,1,1,1,NULL,1,13,0,0,0,2,746,NULL,0,750,0,0,0,0,0,3.66,.,1,46.397875,-120.314544,98921
22,24.96,8,2017006528,2017,22,NULL,5,39,R,45,2,11,6,1045,1,A,12,A,D1,2,7,1,0,0,2,1,1,1,NULL,1,10,0,0,0,1,1051,NULL,0,1105,0,0,0,0,0,25.64,.,1,46.207653,-119.98314,98935
24,2.19,7,2017015977,2017,24,NULL,5,39,R,42,4,19,3,1447,1,A,6,A,D1,1,1,0,0,0,2,4,1,1,NULL,1,13,0,0,0,1,1449,NULL,0,1454,0,0,0,0,0,2.19,.,2,46.575129,-120.436852,98901
24,12.75,8,2017010357,2017,24,NULL,5,39,R,44,3,10,5,1150,1,A,50,0,D0,2,7,1,0,0,1,4,2,1,NULL,1,52,0,0,0,1,1152,NULL,0,1216,0,0,0,0,0,12.8,.,1,46.524453,-120.248667,98936
82,28.86,6,2017044089,2017,82,NULL,5,39,R,41,10,25,3,1930,1,A,32,0,A1,1,1,0,0,0,1,4,1,1,NULL,4,85,0,0,0,1,1930,NULL,0,1938,0,0,0,0,0,28.89,.,1,46.659864,-120.496332,98942
82,30.86,1,2017037965,2017,82,NULL,5,39,U,51,9,21,4,1733,1,S,5,A,D3,1,1,0,0,0,2,4,1,2,NULL,1,11,0,0,0,1,1733,NULL,0,1737,0,0,0,0,0,30.89,.,3,46.640072,-120.520184,98942
82,32.17000000000001,1,2017022681,2017,82,NULL,5,39,U,51,6,7,3,1555,1,A,6,A,A1,1,1,0,0,0,2,4,1,1,NULL,1,13,0,0,0,1,1556,NULL,0,1557,0,0,0,0,0,32.2,.,5,46.621286,-120.497676,98901
82,33.47,1,2017026660,2017,82,NULL,5,39,U,51,7,3,1,1415,1,H,33,0,A9,1,1,0,0,0,1,5,1,1,NULL,1,50,0,29,0,1,1423,NULL,0,1426,0,0,0,0,0,33.5,.,1,46.608215,-120.48856,98901
82,35.67000000000001,1,2017003597,2017,82,NULL,5,39,U,51,1,22,7,1545,1,S,6,A,A2,1,1,0,0,0,2,4,1,2,NULL,1,11,0,0,0,1,1547,NULL,0,1553,0,0,0,0,0,35.7,.,1,46.581793,-120.472171,98903-1613
82,36.77000000000001,1,2017023882,2017,82,NULL,5,39,U,51,6,15,4,935,1,A,6,A,A1,1,1,0,0,0,2,4,1,1,NULL,1,13,0,0,0,1,940,NULL,0,946,0,0,0,0,0,36.8,.,1,46.567471000000005,-120.472258,98903-1613
82,38.06,1,2017007173,2017,82,NULL,5,39,U,51,2,15,3,725,1,A,33,0,D7,1,1,0,0,0,1,4,1,4,NULL,1,50,0,32,0,1,727,NULL,0,728,0,0,0,0,0,38.09000000000001,.,6,46.538649,-120.471345,98903-1613
82,40.97,6,2017029208,2017,82,NULL,5,39,R,41,7,18,2,930,1,A,6,A,D1,1,1,0,0,0,3,4,1,1,NULL,1,13,13,0,0,1,932,NULL,0,939,0,0,0,0,0,41,.,1,46.515876,-120.455458,98939
82,43.97,6,2017023894,2017,82,NULL,5,39,R,41,6,15,4,1700,1,A,6,A,D2,1,1,0,0,0,2,5,1,1,NULL,1,13,0,0,0,1,1700,NULL,0,1714,0,0,0,0,0,44,.,1,46.485838,-120.414123,98953
